title,ontology/activeYearsStartYear,ontology/predecessor_label,ontology/parent_label,ontology/deathPlace_label,ontology/successor_label,ontology/title,ontology/activeYearsEndYear,ontology/birthPlace_label,http://purl.org/dc/elements/1.1/description,ontology/deathYear,ontology/spouse_label,ontology/birthYear,ontology/restingPlace_label,ontology/alias,http://www.w3.org/2002/07/owl#differentFrom_label,ontology/deathDate,ontology/birthDate,http://www.w3.org/2000/01/rdf-schema#seeAlso_label,ontology/occupation_label,http://www.w3.org/2003/01/geo/wgs84_pos#long,http://www.w3.org/2003/01/geo/wgs84_pos#lat,http://www.georss.org/georss/point,ontology/viafId,ontology/birthName,ontology/royalAnthem_label,ontology/royalAnthem,ontology/soundRecording,ontology/soundRecording_label,ontology/nationality_label,ontology/nationality,ontology/imdbId,ontology/country_label,ontology/personFunction_label,ontology/education_label,ontology/personFunction,ontology/education,ontology/knownFor_label,ontology/knownFor,ontology/almaMater,ontology/almaMater_label,ontology/residence,ontology/residence_label,ontology/networth,ontology/board,ontology/board_label,ontology/stateOfOrigin,ontology/stateOfOrigin_label,ontology/relative_label,ontology/relative
Jawan_Singh,1828,Bhim Singh of Mewar,Bhim Singh of Mewar,,Shambhu Singh,Ruler ofUdaipur State,,,Maharana of Udaipur from 1828 - 1838,1838,,1821,,,,1838-08-30,1821-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay_Malla,0710,Adi Malla,Adi Malla,,,,0720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaya_Prakash_Malla,,,,,,Raja of Kantipur,,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayaatu_Khan_Tugh_Temür,1328,Ragibagh Khan,Külüg Khan,,Khutughtu Khan Kusala,"[""Emperor of China"",""(Nominal due to theempire's division)"",""12thKhaganof theMongol Empire"",""8th Emperor of theYuan dynasty""]",1329,,,,Budashiri,,,,,1332-09-02,1304-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayadeva_Malla,1255,,,,Jayabhima_Deva,Juju of Nepal,1260,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayadewa,0880,,,,,Lakan(king) of Tondo andPailah,0880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayadharma_Malla,,,Jayasthiti_Malla,,,Juju of Nepal,,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayajirao_Scindia,1843,Jankojirao_II_Sindhia,,"[""Jai Vilas Mahal"",""Lashkar Gwalior""]",Madho Rao Scindia,Maharaja ScindiaofGwalior,1886,Gwalior,,,,,,,,1886-06-20,1835-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayappaji_Rao_Scindia,1745,,Ranoji Scindia,"[""Rajasthan"",""Nagaur""]",,Sardar,1755,,Indian general,1755,,1720,,,,1755-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayasimha_I,0641,Kubja Vishnuvardhana,,,Indra Bhattaraka,,0673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayasimha_II,1015,,,,,,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayayakshya_Malla,1428,,,,Ratna_Malla,Juju of Nepal,1482,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jean,_Grand_Duke_of_Luxembourg",1964,Charlotte Grand Duchess of Luxembourg,"[""Charlotte Grand Duchess of Luxembourg"",""Prince Felix of Bourbon-Parma""]",,Henri Grand Duke of Luxembourg,,1964,"[""Luxembourg"",""Berg Castle""]",,,Princess Joséphine Charlotte of Belgium,,,,,,1921-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Bédel_Bokassa,1976,,,"[""Central African Republic"",""Bangui""]",David Dacko,,1979,"[""French Equatorial Africa"",""Ubangi-Shari"",""Bobangui""]",,,Catherine_Denguiadé,,,,,1996-11-03,1921-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jean-Bédel_Bokassa,_Crown_Prince_of_the_Central_African_Empire",1976,,"[""Jean-Bédel Bokassa"",""Catherine_Denguiadé""]",,,Crown Prince of Central Africa,1979,,Crown Prince of Central Africa,,,1973,,Jean-Bédel Crown Prince of Central Africa; Jean-Bédel Bokassa II,,,1973-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jean-Christophe,_Prince_Napoléon",1997,Louis Prince Napoléon,"[""Charles Prince Napoléon"",""Princess Béatrice of Bourbon-Two Sicilies""]",,Prince Jérôme Napoléon,Prince Napoléon,,"[""Saint-Raphaël Var"",""France""]",,,,,,,,,1986-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean-Jacques_Dessalines,1804,First Empire of Haiti,,"[""Port-au-Prince"",""First Empire of Haiti""]","[""Henri Christophe"",""Alexandre Pétion"",""State of Haiti""]",Emperor Jacques I of Haiti,1806,Guinea (region),,,,,,,,1806-10-17,1758-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jean_Gaston,_Duke_of_Valois",,,"[""Gaston Duke of Orléans"",""Marguerite of Lorraine""]",Luxembourg Palace,,Duke of Valois,,Luxembourg Palace,French prince duke,1652,,1650,Basilica of St Denis,,,1652-08-10,1650-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jean_Marie,_Duke_of_Châteauvillain",,,"[""Louis Jean Marie de Bourbon Duke of Penthièvre"",""Maria Teresa Felicitas d'Este""]","[""Paris"",""France"",""Hôtel de Toulouse""]",,Duke of Châteauvillain,,"[""Paris"",""France"",""Hôtel de Toulouse""]",French nobleman,1755,,1748,"[""Dreux"",""France"",""Chapelle royale de Dreux""]",,,1755-05-19,1748-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne-Françoise_Valliccioni,,,,,,,,"[""Corsica"",""Ortiporio""]",Napoleon pretender,,Charles Prince Napoléon,1958,,,,,1958-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne_Bonaparte,,,Pierre Napoléon Bonaparte,Paris,,Marquise de Villeneuve-Escaplon,,"[""Belgium"",""Orval Abbey""]",French painter,1910,Christian de Villeneuve-Esclapon,1861,,,,1910-07-25,1861-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne_d'Albret,1555,Henry II of Navarre,"[""Henry II of Navarre"",""Marguerite de Navarre""]",,Henry IV of France,,1572,Saint-Germain-en-Laye,Mother of Henry IV of France,1572,"[""Antoine of Navarre"",""William Duke of Jülich-Cleves-Berg""]",1528,Vendôme,Jeanne III of Navarre,,1572-06-09,1528-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne_d'Évreux,1325,,"[""Louis Count of Évreux"",""Margaret of Artois""]","[""Brie-Comte-Robert"",""Château de Brie-Comte-Robert""]",,"[""Queen consort of France and Navarre"",""Countess consort of Champagne""]",1328,,,,Charles IV of France,,Basilica of St Denis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeanne_de_Laval,1454,,"[""Guy XIV de Laval"",""Isabella of Brittany""]",Maine-et-Loire,,,1480,"[""Brittany"",""Auray"",""France""]",french noble,1498,René of Anjou,1433,,,,1498-12-19,1433-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jefri_Bolkiah,,,"[""Omar Ali Saifuddien III"",""Pengiran_Anak_Damit""]",,,Prince of Brunei,,"[""Brunei"",""Bandar Seri Begawan""]",,,,,,,Hassanal Bolkiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jehangir_Cowasji_Jehangir_Readymoney,,,,,,,,,Indian baronet,1934,,1853,,,,1934-07-26,1853-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jehoash_of_Judah,0836,Athaliah,"[""Ahaziah of Judah"",""Zibiah""]","[""Jerusalem"",""Millo""]",Amaziah of Judah,,0836,"[""Jerusalem"",""Kingdom of Judah""]",,,,,,,Jehoash of Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jehoram_of_Judah,0849,Jehoshaphat,Jehoshaphat,,Ahaziah of Judah,,0849,,,,Athaliah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jehoshaphat,,Asa of Judah,,,Jehoram of Judah,King of Judah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelek_(son_of_Árpád),,,Árpád,Bratislava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelena_Balšić,,,"[""Lazar of Serbia"",""Princess Milica of Serbia""]","[""Serbian Despotate"",""Lake Skadar"",""Beška (Island)""]",,Lady of Zeta; Grand Duchess of Hum,,"[""Serbian Empire"",""Prilepac (fortress)""]",Serbian noblewoman,1443,"[""Đurađ II Balšić"",""Sandalj Hranić""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jelena_Nelipić,1415,,Ivan_II_Nelipčić,,,,1418,,Queen consort of Bosnia,,"[""Hrvoje Vukčić Hrvatinić"",""Ostoja of Bosnia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennings-Clerke_baronets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenoure_baronets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jephson_baronets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermy_baronets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Ernest,_Duke_of_Saxe-Coburg",1542,John Frederick I Elector of Saxony,"[""John Elector of Saxony"",""Margaret of Anhalt-Köthen""]",Coburg,John Frederick II Duke of Saxony,"[""Landgrave of Thuringia"",""Duke of Saxe-Coburg""]",1553,Coburg,German duke,1553,,1521,,,,1553-02-08,1521-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Ernest,_Duke_of_Saxe-Eisenach",1572,,"[""John Frederick II Duke of Saxony"",""Countess Palatine Elisabeth of Simmern-Sponheim""]",Eisenach,,,1572,Gotha,German duke,1638,"[""Christine of Hesse-Kassel (1578–1658)"",""Elisabeth of Mansfeld-Hinterort""]",1566,,,,1638-10-23,1566-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Ernest_I,_Duke_of_Saxe-Weimar",1605,Johann II Duke of Saxe-Weimar,"[""Johann II Duke of Saxe-Weimar"",""Dorothea Maria of Anhalt""]","[""Hungary"",""Martin Slovakia""]",William Duke of Saxe-Weimar,,1620,Altenburg,german duke,1626,,1594,,,,1626-12-06,1594-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Ernest_II,_Duke_of_Saxe-Weimar",1662,William Duke of Saxe-Weimar,"[""William Duke of Saxe-Weimar"",""Eleonore Dorothea of Anhalt-Dessau""]",Weimar,William Ernest Duke of Saxe-Weimar,,1662,Weimar,Duke of Saxe-Weimar (1662-1683),1683,Princess Christine Elisabeth of Schleswig-Holstein-Sonderburg,1627,,Johann Ernst II. von Sachsen-Weimar (German),,1683-05-15,1627-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Ernest_IV,_Duke_of_Saxe-Coburg-Saalfeld",1699,,"[""Princess Elisabeth Sophie of Saxe-Altenburg"",""Ernest I Duke of Saxe-Gotha""]","[""Holy Roman Empire"",""Saalfeld"",""Saxe-Coburg-Saalfeld""]",Christian Ernest II Duke of Saxe-Coburg-Saalfeld,,,"[""Holy Roman Empire"",""Gotha"",""Saxe-Gotha""]",,,"[""Countess Charlotte Johanna of Waldeck-Wildungen"",""Sophie Hedwig of Saxe-Merseburg""]",,,,,1729-02-17,1658-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_Esplen,,,,,,,,,British businessman,1930,,1863,,,,1930-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Frederick_I,_Elector_of_Saxony",1532,John Elector of Saxony,"[""John Elector of Saxony"",""Sophie of Mecklenburg (1481–1503)""]","[""Holy Roman Empire"",""Weimar"",""Electorate of Saxony""]",Maurice Elector of Saxony,,1532,"[""Holy Roman Empire"",""Torgau"",""Electorate of Saxony""]",,,Sibylle of Cleves,,,,,1554-03-03,1503-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Frederick_II,_Duke_of_Saxony",1554,John Frederick I Elector of Saxony,"[""John Frederick I Elector of Saxony"",""Sibylle of Cleves""]","[""Upper Austria"",""Schloss_Steyer""]",Johann Wilhelm Duke of Saxe-Weimar,,1566,Torgau,Duke of Saxony (1554-1566),1595,"[""Agnes of Hesse"",""Countess Palatine Elisabeth of Simmern-Sponheim""]",1529,,Johann Friedrich II. der Mittlere Herzog zu Sachsen (German),,1595-05-19,1529-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_Fulton_(instrument_maker),,,,"[""Seattle"",""Fenwick East Ayrshire""]",,John Fulton,,Fenwick East Ayrshire,Instrument maker,1853,,1803,Fenwick East Ayrshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_Gabalas,1240,Leo Gabalas,,,Empire of Nicaea,Lord ofRhodes,1248,,Ruler of Rhodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George,_Elector_of_Brandenburg",1571,Joachim II Hector Elector of Brandenburg,"[""Magdalena of Saxony"",""Joachim II Hector Elector of Brandenburg""]",Cölln,Joachim III Frederick Elector of Brandenburg,Elector of Brandenburg,1598,Cölln,,,"[""Sabina of Brandenburg-Ansbach"",""Sophie of Legnica"",""Elisabeth of Anhalt-Zerbst""]",,,,,1598-01-08,1525-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_I,_Duke_of_Saxe-Eisenach",1662,,"[""William Duke of Saxe-Weimar"",""Eleonore Dorothea of Anhalt-Dessau""]","[""Marksuhl"",""Eckhartshausen""]",John George II Duke of Saxe-Eisenach,Duke of Saxe-Eisenach,1686,Weimar,German duke,1686,Johannetta of Sayn-Wittgenstein (1632-1701),1634,,,,1686-09-19,1634-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_I,_Elector_of_Saxony",1611,Christian II Elector of Saxony,"[""Christian I Elector of Saxony"",""Sophie of Brandenburg""]",Dresden,John George II Elector of Saxony,,1611,Dresden,,,"[""Duchess Magdalene Sibylle of Prussia"",""Sibylle Elisabeth of Württemberg""]",,,,,1656-10-08,1585-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_I,_Prince_of_Anhalt-Dessau",1586,Joachim Ernest Prince of Anhalt,Joachim Ernest Prince of Anhalt,Dessau,,Prince of Anhalt-Dessau,1603,Harzgerode,Prince of Anhalt-Dessau (1603–1618),1618,Countess Palatine Dorothea of Simmern,1567,,Johann Georg I. Fürst von Anhalt-Dessau (German),,1618-05-24,1567-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_II,_Duke_of_Saxe-Eisenach",1686,John George I Duke of Saxe-Eisenach,"[""John George I Duke of Saxe-Eisenach"",""Johannetta of Sayn-Wittgenstein""]",Eisenach,John William III Duke of Saxe-Eisenach,,1698,Friedewald,German duke,1698,Sophie Charlotte of Württemberg,1665,,,,1698-11-10,1665-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_II,_Elector_of_Saxony",1656,John George I Elector of Saxony,"[""John George I Elector of Saxony"",""Duchess Magdalene Sibylle of Prussia""]",Tübingen,John George III Elector of Saxony,,1680,Dresden,,,Margravine Magdalene Sibylle of Brandenburg-Bayreuth,,Freiberg Cathedral,,,1680-08-22,1613-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_II,_Prince_of_Anhalt-Dessau",1660,John Casimir Prince of Anhalt-Dessau,"[""John Casimir Prince of Anhalt-Dessau"",""Agnes of Hesse-Kassel""]",Berlin,Leopold I Prince of Anhalt-Dessau,Prince of Anhalt-Dessau,1693,Dessau,Prince of Anhalt-Dessau (1660–1693),1693,Countess Henriette Catherine of Nassau,1627,,Johann Georg II. Fürst von Anhalt-Dessau (German),,1693-08-07,"[""1627-11-17"",""1627-11-18""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_III,_Elector_of_Saxony",1680,John George II Elector of Saxony,"[""John George II Elector of Saxony"",""Margravine Magdalene Sibylle of Brandenburg-Bayreuth""]",Tübingen,John George IV Elector of Saxony,,1680,Dresden,,,Princess Anna Sophie of Denmark,,Freiberg Cathedral,,,1691-09-12,1647-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_George_IV,_Elector_of_Saxony",1691,John George III Elector of Saxony,"[""John George III Elector of Saxony"",""Princess Anna Sophie of Denmark""]",Dresden,Augustus II the Strong,,1694,Dresden,,,Princess Eleonore Erdmuthe of Saxe-Eisenach,,Freiberg Cathedral,,,1694-04-27,1668-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_Henry,_Margrave_of_Moravia",,,"[""John of Bohemia"",""Elizabeth of Bohemia (1292–1330)""]","[""Moravia"",""Brno""]",,,,,Luxembourgian prince,1375,"[""Margaret Countess of Tyrol"",""Margaret of Opava""]",1322,Church of St. Thomas (Brno),,,1375-11-12,1322-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_Hunyadi,,,Hunyadi family,"[""Zemun"",""Kingdom of Hungary""]",,"[""Regent-Governor of the Kingdom of Hungary"",""Voivode of Transylvania""]",,,,,Erzsébet Szilágyi,,"[""Alba Iulia"",""Kingdom of Hungary"",""St. Michael's Cathedral Alba Iulia""]",,,1456-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_I,_Count_of_Holland",1296,Floris V Count of Holland,Floris V Count of Holland,Haarlem,John II Count of Holland,,1299,,,,Elizabeth of Rhuddlan,,,,,1299-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_I,_Duke_of_Brabant",1267,Henry IV Duke of Brabant,"[""Henry III Duke of Brabant"",""Adelaide of Burgundy Duchess of Brabant""]",,John II Duke of Brabant,,1294,,,,"[""Margaret of Flanders Duchess of Brabant"",""Margaret of France Duchess of Brabant""]",,,,,1294-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_I,_Duke_of_Brittany",1221,Peter I Duke of Brittany,"[""Peter I Duke of Brittany"",""Alix Duchess of Brittany""]",,John II Duke of Brittany,,1286,,,,Blanche of Navarre Duchess of Brittany,,,,,1286-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_I,_Duke_of_Saxony",1260,Albert I Duke of Saxony,Albert I Duke of Saxony,Wittenberg,"[""Albert II Duke of Saxony"",""John II Duke of Saxe-Lauenburg"",""Albert III Duke of Saxe-Lauenburg""]","[""(officially:)"",""Duke of Saxony Angria and Westphalia""]",1282,,German duke,1285,Ingeborg Birgersdotter of Bjelbo,1249,,,,1285-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_I,_Lord_of_Ligny",1354,Waleran II Lord of Ligny,Waleran II Lord of Ligny,,Guy I Count of Ligny,,1364,,Lord of Ligny Roussy and Beauvoir,1364,,,,Jean I de Luxembourg,,1364-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_I,_Margrave_of_Brandenburg",1220,Albert II Margrave of Brandenburg,Albert II Margrave of Brandenburg,,Otto III Margrave of Brandenburg,Margrave of Brandenburg,1266,,Margrave of Brandenburg (1220-1266),1266,,1213,,Johann I. Markgraf der Mark Brandenburg (German),,1266-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_II,_Count_of_Saarbrücken",1342,,,,,"[""Count of Saarbrücken"",""Seigneur of Commercy""]",1381,,Count of Saarbrücken (1342-1381),1381,,1310,,Johann II. von Saarbrücken (German),,1381-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_II,_Duke_of_Brittany",1286,John I Duke of Brittany,"[""John I Duke of Brittany"",""Blanche of Navarre Duchess of Brittany""]",Lyon,Arthur II Duke of Brittany,,1305,,,,Beatrice of England,,,,,1305-11-18,1239-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_II,_Duke_of_Saxe-Lauenburg",,,"[""John I Duke of Saxony"",""Ingeborg Birgersdotter of Bjelbo""]",,,,,,German Duke,1322,Elizabeth of Holstein-Rendsburg,1275,,,,1322-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_II,_Duke_of_Schleswig-Holstein-Haderslev",1544,,"[""Frederick I of Denmark"",""Sophie of Pomerania""]",Haderslev,,,1580,Haderslev,Duke of Schleswig-Holstein-Haderslev,1580,,1521,,Johann der Ältere (German) Hans den Ældre (Danish),"[""John II"",""Duke_of_Schleswig-Holstein-Sonderburg""]",1580-10-01,"[""1521-06-21"",""1521-06-29""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_II,_Duke_of_Schleswig-Holstein-Sonderburg",,,"[""Christian III of Denmark"",""Dorothea of Saxe-Lauenburg""]",Glücksburg,,,,Haderslev,,,"[""Agnes Hedwig of Anhalt"",""Elisabeth_of_Brunswick-Grubenhagen""]",,,,"[""John the Presbyter"",""Schleswig-Holstein-Haderslev""]",1622-10-09,1545-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_III,_Duke_of_Brittany",1312,Arthur II Duke of Brittany,"[""Arthur II Duke of Brittany"",""Marie_Viscountess_of_Limoges""]",Caen,"[""Joan Duchess of Brittany"",""John of Montfort""]",,1341,,,,"[""Isabella of Castile Queen of Aragon"",""Joan of Savoy""]",,,,,1341-04-30,1286-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_III,_Duke_of_Saxe-Lauenburg",1343,Albert IV Duke of Saxe-Lauenburg,"[""Albert IV Duke of Saxe-Lauenburg"",""Beata_of_Schwerin""]",,Albert V Duke of Saxe-Lauenburg,,1356,,German Duke,1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_III_Sobieski,1674,Michał Korybut Wiśniowiecki,"[""Jakub Sobieski"",""Teofila Zofia Sobieska""]",Wilanów,Augustus II the Strong,,1696,Olesko,,,Marie Casimire Louise de La Grange d'Arquien,,"[""Kraków"",""Poland"",""Wawel""]",,,1696-06-17,1629-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_III_of_Navarre,1484,Catherine of Navarre,Alain I of Albret,,Catherine of Navarre,,1516,,,,Catherine of Navarre,,,,,1516-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_III_of_Portugal,1521,Manuel I of Portugal,"[""Manuel I of Portugal"",""Maria of Aragon Queen of Portugal""]","[""Lisbon"",""Ribeira Palace""]",Sebastian of Portugal,,,"[""Lisbon"",""São Jorge Castle""]",,,Catherine of Austria Queen of Portugal,,Jerónimos Monastery,,,1557-06-11,1502-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_III_of_Sweden,1568,Eric XIV of Sweden,"[""Gustav I of Sweden"",""Margaret Leijonhufvud""]",Stockholm Palace,Sigismund III Vasa,,1592,Stegeborg Castle,,,"[""Catherine Jagiellon"",""Gunilla Bielke""]",,Uppsala Cathedral,,,1592-11-17,1537-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_Casimir_Vasa,1648,Władysław IV Vasa,"[""Sigismund III Vasa"",""Constance of Austria""]","[""Nevers"",""France""]",Michał Korybut Wiśniowiecki,,1648,"[""Kraków"",""Poland""]",,,"[""Marie Louise Gonzaga"",""Claudine Françoise Mignot""]",,"[""Kraków"",""Wawel Cathedral""]",,,1672-12-16,1609-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_of_Aragon_and_Navarre,1458,Alfonso V of Aragon,"[""Ferdinand I of Aragon"",""Eleanor of Alburquerque""]",Barcelona,Ferdinand II of Aragon,,,Medina del Campo,,,"[""Juana Enríquez"",""Blanche I of Navarre""]",,,,,1479-01-20,1398-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_of_Castile,1406,Henry III of Castile,"[""Henry III of Castile"",""Catherine of Lancaster""]",Valladolid,Henry IV of Castile,,1454,Toro Zamora,,,"[""Isabella of Portugal Queen of Castile"",""Maria of Aragon Queen of Castile""]",,,,,1454-07-20,1405-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_of_Cyprus,1432,Janus of Cyprus,"[""Janus of Cyprus"",""Charlotte of Bourbon Queen of Cyprus""]",,Charlotte Queen of Cyprus,,1458,,,,"[""Helena Palaiologina"",""Amadea Palaiologina of Montferrat""]",,,,,1458-07-28,1418-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_of_France,1350,Philip VI of France,"[""Philip VI of France"",""Joan the Lame""]","[""London"",""Savoy Palace""]",Charles V of France,,1364,Le Mans,,,"[""Bonne of Bohemia"",""Joan I Countess of Auvergne""]",,,,,1364-04-08,1319-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_of_Jerusalem,1284,Hugh III of Cyprus,Hugh III of Cyprus,,Henry II of Jerusalem,,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_II_of_Luxembourg,_Count_of_Ligny",1397,John of Luxembourg Lord of Beauvoir,"[""Margaret Countess of Brienne"",""John of Luxembourg Lord of Beauvoir""]",,Louis de Luxembourg Count of Saint-Pol,,1441,,,,,,,,,1441-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John_II_of_Portugal,1481,Afonso V of Portugal,"[""Afonso V of Portugal"",""Isabella of Coimbra""]","[""Alvor (Portimão)"",""Kingdom of the Algarve""]",Manuel I of Portugal,,,"[""São Jorge Castle"",""Kingdom of Portugal""]",,,Eleanor of Viseu,,Batalha Monastery,,,1495-10-25,1455-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_IV,_Duke_of_Brittany",1345,John of Montfort,"[""John of Montfort"",""Joanna of Flanders""]",Nantes,John V Duke of Brittany,"[""Duke of Brittany"",""Count of Montfort""]",1399,,,,"[""Joan of Navarre Queen of England"",""Mary of Waltham"",""Joan Holland Duchess of Brittany""]",,,,,1399-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_IV,_Duke_of_Mecklenburg",,,Magnus I Duke of Mecklenburg,Schwerin,,,,,Duke (1384-1395) of Mecklenburg,1422,Catherine of Saxe-Lauenburg Duchess of Mecklenburg,1370,,Johann IV. Herzog zu Mecklenburg (German),,1422-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John_IV,_Duke_of_Saxe-Lauenburg",1401,Eric IV Duke of Saxe-Lauenburg,Eric IV Duke of Saxe-Lauenburg,,Eric V Duke of Saxe-Lauenburg,,1412,,German duke,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
